empleado_identificacion,valor_analogico,voltaje,alcohol_ppm,fecha
EMP034,125,0.61,16.25,2025-11-07 12:35:10
EMP048,117,0.57,11.05,2025-11-07 12:35:16
EMP014,145,0.71,29.25,2025-11-07 12:35:29
EMP048,119,0.58,12.35,2025-11-07 12:35:34
EMP091,102,0.5,1.3,2025-11-07 12:36:01
EMP040,118,0.58,11.7,2025-11-07 12:36:31
EMP070,145,0.71,29.25,2025-11-07 12:36:36
EMP047,132,0.65,20.8,2025-11-07 12:37:20
EMP043,144,0.7,28.6,2025-11-07 12:38:18
EMP038,102,0.5,1.3,2025-11-07 12:38:53
EMP043,143,0.7,27.95,2025-11-07 12:39:42
EMP057,130,0.64,19.5,2025-11-07 12:40:09
EMP046,111,0.54,7.15,2025-11-07 12:40:25
EMP083,128,0.63,18.2,2025-11-07 12:41:15
EMP038,139,0.68,25.35,2025-11-07 12:42:10
EMP035,103,0.5,1.95,2025-11-07 12:42:12
EMP049,121,0.59,13.65,2025-11-07 12:42:44
EMP023,121,0.59,13.65,2025-11-07 12:43:07
EMP051,145,0.71,29.25,2025-11-07 12:43:26
EMP072,130,0.64,19.5,2025-11-07 12:43:52
EMP096,118,0.58,11.7,2025-11-07 12:44:26
EMP030,128,0.63,18.2,2025-11-07 12:44:33
EMP017,127,0.62,17.55,2025-11-07 12:44:47
EMP028,139,0.68,25.35,2025-11-07 12:45:02
EMP021,118,0.58,11.7,2025-11-07 12:45:43
EMP067,114,0.56,9.1,2025-11-07 12:46:01
EMP010,115,0.56,9.75,2025-11-07 12:46:10
EMP039,171,0.84,46.15,2025-11-07 12:46:12
EMP012,121,0.59,13.65,2025-11-07 12:46:25
EMP023,120,0.59,13.0,2025-11-07 12:46:48
EMP055,124,0.61,15.6,2025-11-07 12:46:49
EMP046,113,0.55,8.45,2025-11-07 12:47:38
EMP085,114,0.56,9.1,2025-11-07 12:47:39
EMP071,128,0.63,18.2,2025-11-07 12:48:15
EMP090,140,0.68,26.0,2025-11-07 12:48:40
EMP019,130,0.64,19.5,2025-11-07 12:49:39
EMP056,143,0.7,27.95,2025-11-07 12:49:40
EMP043,225,1.1,81.26,2025-11-07 12:50:16
EMP083,115,0.56,9.75,2025-11-07 12:50:34
EMP069,150,0.73,32.5,2025-11-07 12:50:54
EMP088,129,0.63,18.85,2025-11-07 12:52:00
EMP071,104,0.51,2.6,2025-11-07 12:52:37
EMP088,115,0.56,9.75,2025-11-07 12:52:52
EMP022,130,0.64,19.5,2025-11-07 12:52:57
EMP028,133,0.65,21.45,2025-11-07 12:53:08
EMP066,148,0.72,31.2,2025-11-07 12:54:22
EMP025,136,0.66,23.4,2025-11-07 12:54:38
EMP003,125,0.61,16.25,2025-11-07 12:54:43
EMP067,106,0.52,3.9,2025-11-07 12:54:51
EMP031,126,0.62,16.9,2025-11-07 12:55:21
EMP024,163,0.8,40.95,2025-11-07 12:56:24
EMP100,118,0.58,11.7,2025-11-07 12:57:44
EMP030,110,0.54,6.5,2025-11-07 12:57:55
EMP032,117,0.57,11.05,2025-11-07 12:58:42
EMP042,126,0.62,16.9,2025-11-07 12:58:43
EMP073,105,0.51,3.25,2025-11-07 12:59:02
EMP033,127,0.62,17.55,2025-11-07 12:59:29
EMP080,150,0.73,32.5,2025-11-07 12:59:40
EMP088,135,0.66,22.75,2025-11-07 12:59:50
EMP078,116,0.57,10.4,2025-11-07 12:59:58
EMP027,139,0.68,25.35,2025-11-07 13:00:05
EMP016,117,0.57,11.05,2025-11-07 13:00:10
EMP037,131,0.64,20.15,2025-11-07 13:00:11
EMP076,142,0.69,27.3,2025-11-07 13:00:34
EMP066,213,1.04,73.46,2025-11-07 13:01:09
EMP031,141,0.69,26.65,2025-11-07 13:01:10
EMP093,131,0.64,20.15,2025-11-07 13:01:35
EMP043,150,0.73,32.5,2025-11-07 13:01:52
EMP067,108,0.53,5.2,2025-11-07 13:03:38
EMP023,124,0.61,15.6,2025-11-07 13:03:42
EMP077,131,0.64,20.15,2025-11-07 13:04:07
EMP054,134,0.65,22.1,2025-11-07 13:04:24
EMP082,110,0.54,6.5,2025-11-07 13:05:08
EMP001,105,0.51,3.25,2025-11-07 13:06:08
EMP049,149,0.73,31.85,2025-11-07 13:06:12
EMP092,106,0.52,3.9,2025-11-07 13:06:21
EMP051,235,1.15,87.76,2025-11-07 13:07:16
EMP020,110,0.54,6.5,2025-11-07 13:07:17
EMP004,153,0.75,34.45,2025-11-07 13:07:32
EMP031,130,0.64,19.5,2025-11-07 13:10:16
EMP059,149,0.73,31.85,2025-11-07 13:10:25
EMP011,110,0.54,6.5,2025-11-07 13:10:52
EMP045,148,0.72,31.2,2025-11-07 13:11:20
EMP074,114,0.56,9.1,2025-11-07 13:11:25
EMP028,108,0.53,5.2,2025-11-07 13:12:03
EMP009,111,0.54,7.15,2025-11-07 13:13:47
EMP038,153,0.75,34.45,2025-11-07 13:13:50
EMP054,123,0.6,14.95,2025-11-07 13:14:46
EMP063,142,0.69,27.3,2025-11-07 13:15:10
EMP005,147,0.72,30.55,2025-11-07 13:15:26
EMP091,112,0.55,7.8,2025-11-07 13:16:22
EMP050,140,0.68,26.0,2025-11-07 13:19:26
EMP048,148,0.72,31.2,2025-11-07 13:19:40
EMP074,107,0.52,4.55,2025-11-07 13:19:43
EMP009,126,0.62,16.9,2025-11-07 13:20:07
EMP014,104,0.51,2.6,2025-11-07 13:20:50
EMP046,115,0.56,9.75,2025-11-07 13:20:53
EMP081,114,0.56,9.1,2025-11-07 13:21:07
EMP030,144,0.7,28.6,2025-11-07 13:21:12
EMP087,109,0.53,5.85,2025-11-07 13:21:31
EMP009,148,0.72,31.2,2025-11-07 13:21:38
EMP065,113,0.55,8.45,2025-11-07 13:22:27
EMP040,149,0.73,31.85,2025-11-07 13:22:31
EMP092,140,0.68,26.0,2025-11-07 13:22:48
EMP058,100,0.49,0.0,2025-11-07 13:23:18
EMP029,143,0.7,27.95,2025-11-07 13:23:18
EMP010,125,0.61,16.25,2025-11-07 13:23:42
EMP043,110,0.54,6.5,2025-11-07 13:24:35
EMP023,105,0.51,3.25,2025-11-07 13:25:24
EMP086,103,0.5,1.95,2025-11-07 13:25:36
EMP079,104,0.51,2.6,2025-11-07 13:25:56
EMP029,131,0.64,20.15,2025-11-07 13:27:21
EMP004,147,0.72,30.55,2025-11-07 13:28:01
EMP080,131,0.64,20.15,2025-11-07 13:28:15
EMP036,134,0.65,22.1,2025-11-07 13:28:17
EMP025,131,0.64,20.15,2025-11-07 13:28:21
EMP054,112,0.55,7.8,2025-11-07 13:29:32
EMP033,112,0.55,7.8,2025-11-07 13:30:08
EMP003,112,0.55,7.8,2025-11-07 13:30:44
EMP053,127,0.62,17.55,2025-11-07 13:30:53
EMP048,131,0.64,20.15,2025-11-07 13:30:59
EMP023,135,0.66,22.75,2025-11-07 13:31:04
EMP056,132,0.65,20.8,2025-11-07 13:31:39
EMP076,114,0.56,9.1,2025-11-07 13:31:45
EMP090,114,0.56,9.1,2025-11-07 13:31:46
EMP043,121,0.59,13.65,2025-11-07 13:32:06
EMP040,121,0.59,13.65,2025-11-07 13:32:38
EMP059,142,0.69,27.3,2025-11-07 13:32:47
EMP001,145,0.71,29.25,2025-11-07 13:33:12
EMP099,108,0.53,5.2,2025-11-07 13:33:16
EMP010,156,0.76,36.4,2025-11-07 13:33:39
EMP046,229,1.12,83.86,2025-11-07 13:33:55
EMP068,124,0.61,15.6,2025-11-07 13:34:06
EMP016,132,0.65,20.8,2025-11-07 13:34:19
EMP076,133,0.65,21.45,2025-11-07 13:34:53
EMP049,108,0.53,5.2,2025-11-07 13:34:55
EMP012,110,0.54,6.5,2025-11-07 13:36:01
EMP047,124,0.61,15.6,2025-11-07 13:36:57
EMP066,147,0.72,30.55,2025-11-07 13:37:37
EMP014,127,0.62,17.55,2025-11-07 13:37:38
EMP045,142,0.69,27.3,2025-11-07 13:38:07
EMP053,134,0.65,22.1,2025-11-07 13:38:14
EMP024,114,0.56,9.1,2025-11-07 13:38:57
EMP027,330,1.61,149.51,2025-11-07 13:39:00
EMP051,140,0.68,26.0,2025-11-07 13:40:42
EMP066,132,0.65,20.8,2025-11-07 13:40:45
EMP077,118,0.58,11.7,2025-11-07 13:40:47
EMP006,105,0.51,3.25,2025-11-07 13:41:22
EMP005,103,0.5,1.95,2025-11-07 13:41:36
EMP029,131,0.64,20.15,2025-11-07 13:43:44
EMP046,144,0.7,28.6,2025-11-07 13:44:50
EMP040,100,0.49,0.0,2025-11-07 13:44:50
EMP044,132,0.65,20.8,2025-11-07 13:44:54
EMP086,117,0.57,11.05,2025-11-07 13:45:13
EMP076,115,0.56,9.75,2025-11-07 13:45:40
EMP084,135,0.66,22.75,2025-11-07 13:47:06
EMP072,127,0.62,17.55,2025-11-07 13:47:11
EMP057,116,0.57,10.4,2025-11-07 13:47:50
EMP086,104,0.51,2.6,2025-11-07 13:47:52
EMP061,111,0.54,7.15,2025-11-07 13:48:12
EMP040,107,0.52,4.55,2025-11-07 13:48:22
EMP080,103,0.5,1.95,2025-11-07 13:48:44
EMP089,110,0.54,6.5,2025-11-07 13:49:50
EMP068,113,0.55,8.45,2025-11-07 13:50:05
EMP017,355,1.74,165.76,2025-11-07 13:50:14
EMP015,137,0.67,24.05,2025-11-07 13:50:39
EMP004,124,0.61,15.6,2025-11-07 13:50:46
EMP006,120,0.59,13.0,2025-11-07 13:51:03
EMP021,113,0.55,8.45,2025-11-07 13:52:11
EMP096,109,0.53,5.85,2025-11-07 13:52:13
EMP077,127,0.62,17.55,2025-11-07 13:52:21
EMP021,133,0.65,21.45,2025-11-07 13:53:09
EMP033,127,0.62,17.55,2025-11-07 13:53:45
EMP022,115,0.56,9.75,2025-11-07 13:54:27
EMP071,149,0.73,31.85,2025-11-07 13:54:43
EMP015,426,2.08,211.92,2025-11-07 13:54:54
EMP010,108,0.53,5.2,2025-11-07 13:55:02
EMP098,107,0.52,4.55,2025-11-07 13:55:05
EMP080,118,0.58,11.7,2025-11-07 13:55:18
EMP088,107,0.52,4.55,2025-11-07 13:55:18
EMP056,133,0.65,21.45,2025-11-07 13:55:56
EMP073,134,0.65,22.1,2025-11-07 13:56:14
EMP081,109,0.53,5.85,2025-11-07 13:57:26
EMP015,149,0.73,31.85,2025-11-07 13:57:32
EMP004,121,0.59,13.65,2025-11-07 13:58:06
EMP058,131,0.64,20.15,2025-11-07 13:58:36
EMP025,132,0.65,20.8,2025-11-07 13:58:43
EMP017,142,0.69,27.3,2025-11-07 13:58:43
EMP046,102,0.5,1.3,2025-11-07 13:58:52
EMP051,109,0.53,5.85,2025-11-07 13:59:19
EMP095,105,0.51,3.25,2025-11-07 13:59:50
EMP072,129,0.63,18.85,2025-11-07 13:59:53
EMP066,118,0.58,11.7,2025-11-07 13:59:53
EMP023,105,0.51,3.25,2025-11-07 13:59:58
EMP006,137,0.67,24.05,2025-11-07 14:00:07
EMP033,123,0.6,14.95,2025-11-07 14:00:30
EMP072,100,0.49,0.0,2025-11-07 14:00:49
EMP099,118,0.58,11.7,2025-11-07 14:01:28
EMP009,133,0.65,21.45,2025-11-07 14:01:41
EMP037,133,0.65,21.45,2025-11-07 14:01:58
EMP065,104,0.51,2.6,2025-11-07 14:02:25
EMP098,102,0.5,1.3,2025-11-07 14:03:43
EMP028,371,1.81,176.16,2025-11-07 14:04:01
EMP044,120,0.59,13.0,2025-11-07 14:04:21
EMP012,124,0.61,15.6,2025-11-07 14:04:28
EMP026,103,0.5,1.95,2025-11-07 14:05:13
EMP094,122,0.6,14.3,2025-11-07 14:05:29
EMP026,113,0.55,8.45,2025-11-07 14:05:31
EMP034,534,2.61,282.12,2025-11-07 14:06:25
EMP014,130,0.64,19.5,2025-11-07 14:06:56
EMP026,148,0.72,31.2,2025-11-07 14:07:02
EMP015,215,1.05,74.76,2025-11-07 14:07:35
EMP054,149,0.73,31.85,2025-11-07 14:08:45
EMP066,143,0.7,27.95,2025-11-07 14:08:54
EMP012,135,0.66,22.75,2025-11-07 14:09:35
EMP094,104,0.51,2.6,2025-11-07 14:09:42
EMP097,128,0.63,18.2,2025-11-07 14:09:53
EMP006,112,0.55,7.8,2025-11-07 14:10:40
EMP060,123,0.6,14.95,2025-11-07 14:11:49
EMP019,120,0.59,13.0,2025-11-07 14:11:53
EMP079,112,0.55,7.8,2025-11-07 14:12:24
EMP076,148,0.72,31.2,2025-11-07 14:12:26
EMP002,110,0.54,6.5,2025-11-07 14:12:41
EMP037,439,2.15,220.37,2025-11-07 14:12:55
EMP093,122,0.6,14.3,2025-11-07 14:13:50
EMP088,110,0.54,6.5,2025-11-07 14:15:25
EMP075,131,0.64,20.15,2025-11-07 14:15:56
EMP033,138,0.67,24.7,2025-11-07 14:16:23
EMP008,143,0.7,27.95,2025-11-07 14:17:23
EMP027,234,1.14,87.11,2025-11-07 14:17:25
EMP098,132,0.65,20.8,2025-11-07 14:17:33
EMP094,174,0.85,48.1,2025-11-07 14:17:34
EMP037,104,0.51,2.6,2025-11-07 14:17:57
EMP010,132,0.65,20.8,2025-11-07 14:18:28
EMP071,147,0.72,30.55,2025-11-07 14:19:16
EMP068,110,0.54,6.5,2025-11-07 14:19:20
EMP053,145,0.71,29.25,2025-11-07 14:19:34
EMP020,133,0.65,21.45,2025-11-07 14:19:40
EMP073,101,0.49,0.65,2025-11-07 14:19:50
EMP007,135,0.66,22.75,2025-11-07 14:20:02
EMP084,123,0.6,14.95,2025-11-07 14:20:14
EMP035,115,0.56,9.75,2025-11-07 14:20:20
EMP077,121,0.59,13.65,2025-11-07 14:20:41
EMP014,113,0.55,8.45,2025-11-07 14:20:49
EMP073,144,0.7,28.6,2025-11-07 14:21:49
EMP059,143,0.7,27.95,2025-11-07 14:21:52
EMP100,109,0.53,5.85,2025-11-07 14:22:40
EMP020,150,0.73,32.5,2025-11-07 14:23:42
EMP055,148,0.72,31.2,2025-11-07 14:23:52
EMP047,234,1.14,87.11,2025-11-07 14:25:01
EMP055,102,0.5,1.3,2025-11-07 14:25:33
EMP024,143,0.7,27.95,2025-11-07 14:25:38
EMP023,103,0.5,1.95,2025-11-07 14:26:07
EMP001,137,0.67,24.05,2025-11-07 14:26:08
EMP014,101,0.49,0.65,2025-11-07 14:26:20
EMP045,137,0.67,24.05,2025-11-07 14:26:28
EMP092,109,0.53,5.85,2025-11-07 14:27:02
EMP009,146,0.71,29.9,2025-11-07 14:27:02
EMP002,169,0.83,44.85,2025-11-07 14:27:26
EMP054,104,0.51,2.6,2025-11-07 14:29:09
EMP008,112,0.55,7.8,2025-11-07 14:30:05
EMP041,107,0.52,4.55,2025-11-07 14:30:06
EMP064,290,1.42,123.51,2025-11-07 14:30:39
EMP038,212,1.04,72.81,2025-11-07 14:30:54
EMP020,106,0.52,3.9,2025-11-07 14:31:01
EMP035,117,0.57,11.05,2025-11-07 14:32:32
EMP087,131,0.64,20.15,2025-11-07 14:33:41
EMP057,125,0.61,16.25,2025-11-07 14:34:05
EMP064,139,0.68,25.35,2025-11-07 14:34:46
EMP074,128,0.63,18.2,2025-11-07 14:35:03
EMP011,111,0.54,7.15,2025-11-07 14:35:30
EMP035,133,0.65,21.45,2025-11-07 14:35:51
EMP086,102,0.5,1.3,2025-11-07 14:36:37
EMP002,100,0.49,0.0,2025-11-07 14:37:03
EMP005,128,0.63,18.2,2025-11-07 14:37:21
EMP095,105,0.51,3.25,2025-11-07 14:37:28
EMP025,121,0.59,13.65,2025-11-07 14:37:29
EMP085,376,1.84,179.41,2025-11-07 14:37:36
EMP051,101,0.49,0.65,2025-11-07 14:37:51
EMP007,108,0.53,5.2,2025-11-07 14:38:16
EMP042,103,0.5,1.95,2025-11-07 14:38:18
EMP050,138,0.67,24.7,2025-11-07 14:38:33
EMP070,138,0.67,24.7,2025-11-07 14:39:26
EMP087,147,0.72,30.55,2025-11-07 14:40:05
EMP062,108,0.53,5.2,2025-11-07 14:40:06
EMP042,131,0.64,20.15,2025-11-07 14:40:12
EMP065,203,0.99,66.96,2025-11-07 14:40:23
EMP021,103,0.5,1.95,2025-11-07 14:40:43
EMP013,126,0.62,16.9,2025-11-07 14:40:51
EMP007,137,0.67,24.05,2025-11-07 14:41:30
EMP029,107,0.52,4.55,2025-11-07 14:41:46
EMP086,109,0.53,5.85,2025-11-07 14:41:54
EMP063,140,0.68,26.0,2025-11-07 14:42:30
EMP050,125,0.61,16.25,2025-11-07 14:42:46
EMP085,129,0.63,18.85,2025-11-07 14:42:47
EMP018,140,0.68,26.0,2025-11-07 14:42:48
EMP059,110,0.54,6.5,2025-11-07 14:43:05
EMP026,119,0.58,12.35,2025-11-07 14:43:11
EMP093,106,0.52,3.9,2025-11-07 14:43:23
EMP014,112,0.55,7.8,2025-11-07 14:43:28
EMP087,137,0.67,24.05,2025-11-07 14:43:34
EMP094,128,0.63,18.2,2025-11-07 14:43:44
EMP014,132,0.65,20.8,2025-11-07 14:43:46
EMP098,121,0.59,13.65,2025-11-07 14:43:52
EMP083,114,0.56,9.1,2025-11-07 14:44:48
EMP043,136,0.66,23.4,2025-11-07 14:45:34
EMP008,107,0.52,4.55,2025-11-07 14:45:49
EMP032,123,0.6,14.95,2025-11-07 14:46:25
EMP051,139,0.68,25.35,2025-11-07 14:46:51
EMP052,241,1.18,91.66,2025-11-07 14:46:54
EMP023,110,0.54,6.5,2025-11-07 14:47:21
EMP090,122,0.6,14.3,2025-11-07 14:48:09
EMP056,113,0.55,8.45,2025-11-07 14:49:36
EMP056,118,0.58,11.7,2025-11-07 14:50:31
EMP092,139,0.68,25.35,2025-11-07 14:50:46
EMP014,100,0.49,0.0,2025-11-07 14:50:57
EMP034,109,0.53,5.85,2025-11-07 14:51:08
EMP054,112,0.55,7.8,2025-11-07 14:52:04
EMP096,144,0.7,28.6,2025-11-07 14:52:34
EMP089,141,0.69,26.65,2025-11-07 14:52:36
EMP052,128,0.63,18.2,2025-11-07 14:52:46
EMP044,146,0.71,29.9,2025-11-07 14:52:56
EMP055,113,0.55,8.45,2025-11-07 14:53:34
EMP079,135,0.66,22.75,2025-11-07 14:53:40
EMP035,132,0.65,20.8,2025-11-07 14:53:51
EMP028,225,1.1,81.26,2025-11-07 14:54:13
EMP007,133,0.65,21.45,2025-11-07 14:54:18
EMP012,131,0.64,20.15,2025-11-07 14:54:42
EMP027,125,0.61,16.25,2025-11-07 14:54:58
EMP044,118,0.58,11.7,2025-11-07 14:55:20
EMP023,118,0.58,11.7,2025-11-07 14:55:43
EMP083,143,0.7,27.95,2025-11-07 14:57:15
EMP035,138,0.67,24.7,2025-11-07 14:57:20
EMP093,134,0.65,22.1,2025-11-07 14:58:06
EMP034,123,0.6,14.95,2025-11-07 14:58:08
EMP039,203,0.99,66.96,2025-11-07 14:58:44
EMP015,146,0.71,29.9,2025-11-07 15:01:16
EMP048,130,0.64,19.5,2025-11-07 15:01:21
EMP017,100,0.49,0.0,2025-11-07 15:01:24
EMP088,119,0.58,12.35,2025-11-07 15:01:30
EMP020,179,0.87,51.35,2025-11-07 15:02:07
EMP021,100,0.49,0.0,2025-11-07 15:02:29
EMP080,129,0.63,18.85,2025-11-07 15:02:33
EMP048,138,0.67,24.7,2025-11-07 15:03:24
EMP098,121,0.59,13.65,2025-11-07 15:04:03
EMP025,129,0.63,18.85,2025-11-07 15:04:06
EMP039,148,0.72,31.2,2025-11-07 15:04:22
EMP092,121,0.59,13.65,2025-11-07 15:04:49
EMP054,100,0.49,0.0,2025-11-07 15:04:55
EMP078,128,0.63,18.2,2025-11-07 15:04:59
EMP005,114,0.56,9.1,2025-11-07 15:05:10
EMP094,189,0.92,57.85,2025-11-07 15:05:45
EMP070,117,0.57,11.05,2025-11-07 15:07:45
EMP019,128,0.63,18.2,2025-11-07 15:07:50
EMP066,116,0.57,10.4,2025-11-07 15:08:13
EMP030,134,0.65,22.1,2025-11-07 15:09:15
EMP037,186,0.91,55.9,2025-11-07 15:09:24
EMP053,148,0.72,31.2,2025-11-07 15:09:48
EMP065,352,1.72,163.81,2025-11-07 15:09:49
EMP001,130,0.64,19.5,2025-11-07 15:10:10
EMP021,141,0.69,26.65,2025-11-07 15:10:16
EMP021,109,0.53,5.85,2025-11-07 15:10:32
EMP023,126,0.62,16.9,2025-11-07 15:11:04
EMP075,133,0.65,21.45,2025-11-07 15:12:26
EMP049,114,0.56,9.1,2025-11-07 15:12:30
EMP049,126,0.62,16.9,2025-11-07 15:12:32
EMP046,160,0.78,39.0,2025-11-07 15:13:15
EMP005,123,0.6,14.95,2025-11-07 15:13:31
EMP074,115,0.56,9.75,2025-11-07 15:14:04
EMP013,125,0.61,16.25,2025-11-07 15:14:14
EMP010,131,0.64,20.15,2025-11-07 15:14:32
EMP077,137,0.67,24.05,2025-11-07 15:14:44
EMP047,118,0.58,11.7,2025-11-07 15:14:55
EMP007,149,0.73,31.85,2025-11-07 15:15:26
EMP015,130,0.64,19.5,2025-11-07 15:16:04
EMP035,221,1.08,78.66,2025-11-07 15:16:48
EMP053,141,0.69,26.65,2025-11-07 15:17:08
EMP025,115,0.56,9.75,2025-11-07 15:17:23
EMP078,118,0.58,11.7,2025-11-07 15:17:26
EMP079,102,0.5,1.3,2025-11-07 15:17:55
EMP029,113,0.55,8.45,2025-11-07 15:18:05
EMP021,121,0.59,13.65,2025-11-07 15:18:48
EMP088,133,0.65,21.45,2025-11-07 15:19:12
EMP092,144,0.7,28.6,2025-11-07 15:19:23
EMP024,142,0.69,27.3,2025-11-07 15:20:45
EMP032,131,0.64,20.15,2025-11-07 15:21:10
EMP088,135,0.66,22.75,2025-11-07 15:22:02
EMP059,594,2.9,321.13,2025-11-07 15:22:28
EMP046,138,0.67,24.7,2025-11-07 15:22:52
EMP022,344,1.68,158.61,2025-11-07 15:22:56
EMP098,102,0.5,1.3,2025-11-07 15:23:08
EMP060,150,0.73,32.5,2025-11-07 15:24:04
EMP059,112,0.55,7.8,2025-11-07 15:24:08
EMP051,114,0.56,9.1,2025-11-07 15:24:19
EMP082,142,0.69,27.3,2025-11-07 15:24:21
EMP022,108,0.53,5.2,2025-11-07 15:25:18
EMP061,144,0.7,28.6,2025-11-07 15:25:58
EMP085,140,0.68,26.0,2025-11-07 15:26:50
EMP010,102,0.5,1.3,2025-11-07 15:27:10
EMP084,130,0.64,19.5,2025-11-07 15:27:19
EMP064,140,0.68,26.0,2025-11-07 15:27:28
EMP043,130,0.64,19.5,2025-11-07 15:28:27
EMP026,110,0.54,6.5,2025-11-07 15:28:41
EMP095,197,0.96,63.06,2025-11-07 15:29:00
EMP004,108,0.53,5.2,2025-11-07 15:29:26
EMP035,135,0.66,22.75,2025-11-07 15:29:28
EMP093,129,0.63,18.85,2025-11-07 15:29:33
EMP071,128,0.63,18.2,2025-11-07 15:29:40
EMP025,116,0.57,10.4,2025-11-07 15:30:04
EMP013,126,0.62,16.9,2025-11-07 15:30:19
EMP058,116,0.57,10.4,2025-11-07 15:30:24
EMP058,134,0.65,22.1,2025-11-07 15:30:30
EMP032,145,0.71,29.25,2025-11-07 15:30:52
EMP069,118,0.58,11.7,2025-11-07 15:31:00
EMP028,137,0.67,24.05,2025-11-07 15:31:21
EMP018,116,0.57,10.4,2025-11-07 15:31:31
EMP087,103,0.5,1.95,2025-11-07 15:33:41
EMP057,117,0.57,11.05,2025-11-07 15:33:43
EMP081,147,0.72,30.55,2025-11-07 15:34:11
EMP039,100,0.49,0.0,2025-11-07 15:34:16
EMP055,131,0.64,20.15,2025-11-07 15:35:07
EMP025,124,0.61,15.6,2025-11-07 15:35:40
EMP030,150,0.73,32.5,2025-11-07 15:35:45
EMP085,122,0.6,14.3,2025-11-07 15:35:55
EMP075,140,0.68,26.0,2025-11-07 15:36:07
EMP069,141,0.69,26.65,2025-11-07 15:36:36
EMP017,233,1.14,86.46,2025-11-07 15:37:17
EMP071,101,0.49,0.65,2025-11-07 15:37:34
EMP093,104,0.51,2.6,2025-11-07 15:37:43
EMP048,102,0.5,1.3,2025-11-07 15:39:34
EMP075,129,0.63,18.85,2025-11-07 15:39:52
EMP023,112,0.55,7.8,2025-11-07 15:40:35
EMP061,324,1.58,145.61,2025-11-07 15:40:52
EMP045,140,0.68,26.0,2025-11-07 15:40:52
EMP024,122,0.6,14.3,2025-11-07 15:41:27
EMP003,121,0.59,13.65,2025-11-07 15:41:51
EMP095,102,0.5,1.3,2025-11-07 15:42:02
EMP065,147,0.72,30.55,2025-11-07 15:42:12
EMP009,143,0.7,27.95,2025-11-07 15:42:38
EMP042,142,0.69,27.3,2025-11-07 15:42:39
EMP083,141,0.69,26.65,2025-11-07 15:43:35
EMP086,130,0.64,19.5,2025-11-07 15:43:41
EMP098,109,0.53,5.85,2025-11-07 15:44:34
EMP019,248,1.21,96.21,2025-11-07 15:44:37
EMP078,108,0.53,5.2,2025-11-07 15:44:38
EMP073,169,0.83,44.85,2025-11-07 15:46:33
EMP038,115,0.56,9.75,2025-11-07 15:46:40
EMP016,133,0.65,21.45,2025-11-07 15:46:48
EMP018,111,0.54,7.15,2025-11-07 15:48:02
EMP049,139,0.68,25.35,2025-11-07 15:48:23
EMP025,117,0.57,11.05,2025-11-07 15:48:28
EMP054,143,0.7,27.95,2025-11-07 15:48:54
EMP024,137,0.67,24.05,2025-11-07 15:49:01
EMP047,149,0.73,31.85,2025-11-07 15:49:11
EMP015,112,0.55,7.8,2025-11-07 15:50:23
EMP075,146,0.71,29.9,2025-11-07 15:50:52
EMP041,110,0.54,6.5,2025-11-07 15:51:20
EMP099,146,0.71,29.9,2025-11-07 15:52:29
EMP024,118,0.58,11.7,2025-11-07 15:53:10
EMP016,106,0.52,3.9,2025-11-07 15:53:14
EMP084,109,0.53,5.85,2025-11-07 15:53:17
EMP063,109,0.53,5.85,2025-11-07 15:53:51
EMP080,148,0.72,31.2,2025-11-07 15:53:57
EMP094,195,0.95,61.76,2025-11-07 15:54:17
EMP062,101,0.49,0.65,2025-11-07 15:54:51
EMP018,102,0.5,1.3,2025-11-07 15:55:07
EMP055,123,0.6,14.95,2025-11-07 15:55:24
EMP063,119,0.58,12.35,2025-11-07 15:55:25
EMP044,122,0.6,14.3,2025-11-07 15:55:27
EMP023,119,0.58,12.35,2025-11-07 15:56:03
EMP085,124,0.61,15.6,2025-11-07 15:56:07
EMP054,146,0.71,29.9,2025-11-07 15:56:08
EMP072,123,0.6,14.95,2025-11-07 15:56:21
EMP098,150,0.73,32.5,2025-11-07 15:56:54
EMP006,143,0.7,27.95,2025-11-07 15:57:00
EMP060,115,0.56,9.75,2025-11-07 15:58:12
EMP014,126,0.62,16.9,2025-11-07 15:58:24
EMP027,120,0.59,13.0,2025-11-07 15:58:57
EMP012,128,0.63,18.2,2025-11-07 15:59:08
EMP092,140,0.68,26.0,2025-11-07 16:00:47
EMP015,150,0.73,32.5,2025-11-07 16:00:56
EMP098,125,0.61,16.25,2025-11-07 16:00:57
EMP003,113,0.55,8.45,2025-11-07 16:01:01
EMP051,136,0.66,23.4,2025-11-07 16:01:09
EMP015,128,0.63,18.2,2025-11-07 16:01:10
EMP094,134,0.65,22.1,2025-11-07 16:01:11
EMP052,103,0.5,1.95,2025-11-07 16:01:43
EMP080,106,0.52,3.9,2025-11-07 16:01:57
EMP045,147,0.72,30.55,2025-11-07 16:02:04
EMP022,146,0.71,29.9,2025-11-07 16:02:39
EMP015,137,0.67,24.05,2025-11-07 16:02:48
EMP083,115,0.56,9.75,2025-11-07 16:03:20
EMP096,119,0.58,12.35,2025-11-07 16:04:14
EMP025,142,0.69,27.3,2025-11-07 16:04:45
EMP081,102,0.5,1.3,2025-11-07 16:05:23
EMP084,115,0.56,9.75,2025-11-07 16:05:30
EMP005,104,0.51,2.6,2025-11-07 16:05:35
EMP029,135,0.66,22.75,2025-11-07 16:07:09
