empleado_identificacion,valor_analogico,voltaje,alcohol_ppm,fecha
EMP059,129,0.63,24.65,2025-11-19 15:20:15
EMP024,124,0.61,20.4,2025-11-19 15:33:54
EMP045,113,0.55,11.05,2025-11-19 15:54:15
EMP058,126,0.62,22.1,2025-11-19 16:15:03
EMP053,148,0.72,40.8,2025-11-19 18:26:45
EMP075,109,0.53,7.65,2025-11-19 19:13:29
EMP067,119,0.58,16.15,2025-11-19 20:15:24
EMP020,770,3.76,569.5,2025-11-19 22:40:56
EMP017,158,0.77,49.3,2025-11-19 22:42:39
EMP021,785,3.84,582.25,2025-11-19 23:18:52
EMP052,108,0.53,6.8,2025-11-19 23:36:56
EMP043,333,1.63,198.05,2025-11-19 23:52:53
EMP009,113,0.55,11.05,2025-11-20 00:15:12
EMP045,171,0.84,60.35,2025-11-20 02:37:43
EMP072,116,0.57,13.6,2025-11-20 02:40:16
EMP043,149,0.73,41.65,2025-11-20 03:19:00
EMP025,150,0.73,42.5,2025-11-20 04:55:01
EMP036,146,0.71,39.1,2025-11-20 05:25:18
EMP008,242,1.18,120.7,2025-11-20 06:10:08
EMP040,251,1.23,128.35,2025-11-20 06:35:42
EMP025,174,0.85,62.9,2025-11-20 06:42:20
EMP052,166,0.81,56.1,2025-11-20 08:52:52
EMP067,121,0.59,17.85,2025-11-20 10:10:45
EMP010,143,0.7,36.55,2025-11-20 11:27:22
EMP026,128,0.63,23.8,2025-11-20 11:38:28
EMP004,150,0.73,42.5,2025-11-20 12:08:26
EMP017,171,0.84,60.35,2025-11-20 12:14:08
EMP008,184,0.9,71.4,2025-11-20 12:15:09
EMP036,168,0.82,57.8,2025-11-20 12:27:28
EMP045,175,0.86,63.75,2025-11-20 12:29:16
EMP059,141,0.69,34.85,2025-11-20 12:39:29
EMP044,126,0.62,22.1,2025-11-20 13:07:27
EMP022,146,0.71,39.1,2025-11-20 13:42:47
EMP024,145,0.71,38.25,2025-11-20 14:01:11
EMP062,148,0.72,40.8,2025-11-20 14:17:39
EMP034,138,0.67,32.3,2025-11-20 14:48:29
EMP009,299,1.46,169.15,2025-11-20 16:00:59
EMP023,109,0.53,7.65,2025-11-20 16:58:03
EMP012,139,0.68,33.15,2025-11-20 17:16:20
EMP031,151,0.74,43.35,2025-11-20 17:52:48
EMP021,113,0.55,11.05,2025-11-20 18:31:49
EMP058,105,0.51,4.25,2025-11-20 19:20:33
EMP054,131,0.64,26.35,2025-11-20 20:41:45
EMP049,122,0.6,18.7,2025-11-20 21:31:22
EMP043,128,0.63,23.8,2025-11-20 23:30:49
EMP032,159,0.78,50.15,2025-11-20 23:52:52
EMP032,238,1.16,117.3,2025-11-21 02:55:37
EMP062,131,0.64,26.35,2025-11-21 03:09:50
EMP049,137,0.67,31.45,2025-11-21 03:27:34
EMP006,172,0.84,61.2,2025-11-21 04:23:05
EMP062,138,0.67,32.3,2025-11-21 05:30:39
EMP001,116,0.57,13.6,2025-11-21 06:07:36
EMP003,106,0.52,5.1,2025-11-21 08:03:59
EMP070,151,0.74,43.35,2025-11-21 09:39:27
EMP056,180,0.88,68.0,2025-11-21 09:58:29
EMP007,146,0.71,39.1,2025-11-21 10:48:56
EMP033,120,0.59,17.0,2025-11-21 11:35:54
EMP030,245,1.2,123.25,2025-11-21 12:46:38
EMP029,152,0.74,44.2,2025-11-21 12:55:17
EMP062,133,0.65,28.05,2025-11-21 13:37:22
EMP018,272,1.33,146.2,2025-11-21 14:06:57
EMP038,159,0.78,50.15,2025-11-21 14:07:14
EMP034,136,0.66,30.6,2025-11-21 14:33:34
EMP007,113,0.55,11.05,2025-11-21 14:54:37
EMP045,163,0.8,53.55,2025-11-21 15:13:15
EMP020,103,0.5,2.55,2025-11-21 15:27:45
EMP022,215,1.05,97.75,2025-11-21 16:14:58
EMP052,147,0.72,39.95,2025-11-21 17:53:58
EMP010,139,0.68,33.15,2025-11-21 19:40:44
EMP065,117,0.57,14.45,2025-11-21 19:46:50
EMP053,149,0.73,41.65,2025-11-21 20:44:22
EMP051,123,0.6,19.55,2025-11-21 20:50:06
EMP037,175,0.86,63.75,2025-11-21 21:57:51
EMP075,145,0.71,38.25,2025-11-21 22:03:40
EMP073,268,1.31,142.8,2025-11-21 23:09:02
EMP015,284,1.39,156.4,2025-11-21 23:15:14
EMP007,132,0.65,27.2,2025-11-21 23:33:33
EMP020,106,0.52,5.1,2025-11-22 00:18:38
EMP004,120,0.59,17.0,2025-11-22 02:33:46
EMP043,228,1.11,108.8,2025-11-22 02:42:00
EMP030,132,0.65,27.2,2025-11-22 02:50:47
EMP019,151,0.74,43.35,2025-11-22 04:18:57
EMP050,170,0.83,59.5,2025-11-22 06:20:49
EMP020,154,0.75,45.9,2025-11-22 06:38:38
EMP017,114,0.56,11.9,2025-11-22 07:41:00
EMP001,125,0.61,21.25,2025-11-22 07:50:40
EMP004,118,0.58,15.3,2025-11-22 07:52:36
EMP058,146,0.71,39.1,2025-11-22 07:55:01
EMP034,165,0.81,55.25,2025-11-22 09:23:26
EMP011,124,0.61,20.4,2025-11-22 09:28:30
EMP010,106,0.52,5.1,2025-11-22 12:29:07
EMP061,109,0.53,7.65,2025-11-22 12:30:00
EMP009,174,0.85,62.9,2025-11-22 13:02:56
EMP045,141,0.69,34.85,2025-11-22 13:12:14
EMP012,123,0.6,19.55,2025-11-22 13:42:44
EMP050,248,1.21,125.8,2025-11-22 14:07:26
EMP001,108,0.53,6.8,2025-11-22 14:09:11
EMP024,135,0.66,29.75,2025-11-22 15:19:35
EMP012,111,0.54,9.35,2025-11-22 16:05:26
EMP047,138,0.67,32.3,2025-11-22 18:41:23
EMP010,220,1.08,102.0,2025-11-22 18:56:48
EMP029,144,0.7,37.4,2025-11-22 19:16:48
EMP058,115,0.56,12.75,2025-11-22 20:05:04
EMP048,149,0.73,41.65,2025-11-22 20:10:20
EMP048,116,0.57,13.6,2025-11-22 20:28:09
EMP027,113,0.55,11.05,2025-11-22 20:31:21
EMP027,108,0.53,6.8,2025-11-22 21:48:14
EMP008,123,0.6,19.55,2025-11-22 22:40:19
EMP044,216,1.06,98.6,2025-11-23 01:31:49
EMP033,102,0.5,1.7,2025-11-23 01:33:41
EMP004,175,0.86,63.75,2025-11-23 01:49:46
EMP028,146,0.71,39.1,2025-11-23 02:29:34
EMP040,138,0.67,32.3,2025-11-23 02:31:59
EMP031,123,0.6,19.55,2025-11-23 03:24:36
EMP023,109,0.53,7.65,2025-11-23 04:38:57
EMP073,133,0.65,28.05,2025-11-23 05:41:05
EMP037,157,0.77,48.45,2025-11-23 06:17:38
EMP004,113,0.55,11.05,2025-11-23 07:34:14
EMP038,162,0.79,52.7,2025-11-23 07:52:54
EMP018,172,0.84,61.2,2025-11-23 09:43:33
EMP014,117,0.57,14.45,2025-11-23 10:47:38
EMP034,173,0.85,62.05,2025-11-23 12:17:04
EMP055,152,0.74,44.2,2025-11-23 14:46:17
EMP028,175,0.86,63.75,2025-11-23 15:38:05
EMP001,164,0.8,54.4,2025-11-23 15:55:49
EMP010,285,1.39,157.25,2025-11-23 16:03:22
EMP011,108,0.53,6.8,2025-11-23 16:49:34
EMP017,529,2.59,364.65,2025-11-23 17:20:06
EMP011,159,0.78,50.15,2025-11-23 17:49:06
EMP044,120,0.59,17.0,2025-11-23 21:09:23
EMP071,126,0.62,22.1,2025-11-23 21:28:07
EMP021,105,0.51,4.25,2025-11-23 21:42:49
EMP032,133,0.65,28.05,2025-11-23 22:18:07
EMP055,155,0.76,46.75,2025-11-23 23:32:21
EMP045,178,0.87,66.3,2025-11-24 00:49:05
EMP054,168,0.82,57.8,2025-11-24 01:01:48
EMP035,105,0.51,4.25,2025-11-24 02:25:05
EMP035,109,0.53,7.65,2025-11-24 02:51:17
EMP037,167,0.82,56.95,2025-11-24 04:21:55
EMP070,161,0.79,51.85,2025-11-24 05:09:21
EMP015,174,0.85,62.9,2025-11-24 05:45:33
EMP029,151,0.74,43.35,2025-11-24 06:18:33
EMP060,115,0.56,12.75,2025-11-24 07:21:56
EMP058,159,0.78,50.15,2025-11-24 07:34:48
EMP016,147,0.72,39.95,2025-11-24 07:58:42
EMP031,140,0.68,34.0,2025-11-24 09:01:35
EMP072,172,0.84,61.2,2025-11-24 09:26:11
EMP032,151,0.74,43.35,2025-11-24 09:28:31
EMP072,287,1.4,158.95,2025-11-24 09:44:04
EMP002,199,0.97,84.15,2025-11-24 09:55:27
EMP061,140,0.68,34.0,2025-11-24 14:16:00
EMP069,130,0.64,25.5,2025-11-24 14:41:58
EMP037,102,0.5,1.7,2025-11-24 15:40:41
EMP002,154,0.75,45.9,2025-11-24 17:15:10
EMP019,172,0.84,61.2,2025-11-24 17:48:54
EMP016,159,0.78,50.15,2025-11-24 18:13:54
EMP075,350,1.71,212.5,2025-11-24 19:43:18
EMP005,132,0.65,27.2,2025-11-24 21:15:31
EMP045,173,0.85,62.05,2025-11-24 21:59:27
EMP037,140,0.68,34.0,2025-11-24 22:49:26
EMP020,128,0.63,23.8,2025-11-24 23:53:42
EMP015,109,0.53,7.65,2025-11-24 23:54:25
EMP054,142,0.69,35.7,2025-11-25 00:19:17
EMP019,125,0.61,21.25,2025-11-25 00:29:28
EMP039,107,0.52,5.95,2025-11-25 01:44:07
EMP026,155,0.76,46.75,2025-11-25 02:24:08
EMP023,139,0.68,33.15,2025-11-25 02:30:06
EMP067,131,0.64,26.35,2025-11-25 05:00:27
EMP007,220,1.08,102.0,2025-11-25 07:25:35
EMP008,119,0.58,16.15,2025-11-25 07:25:46
EMP043,177,0.87,65.45,2025-11-25 08:11:56
EMP015,175,0.86,63.75,2025-11-25 08:12:12
EMP044,150,0.73,42.5,2025-11-25 08:37:13
EMP052,165,0.81,55.25,2025-11-25 08:51:52
EMP053,128,0.63,23.8,2025-11-25 09:33:11
EMP073,117,0.57,14.45,2025-11-25 11:02:56
EMP016,126,0.62,22.1,2025-11-25 11:09:37
EMP014,154,0.75,45.9,2025-11-25 13:02:18
EMP045,220,1.08,102.0,2025-11-25 13:21:15
EMP041,544,2.66,377.4,2025-11-25 14:03:14
EMP040,146,0.71,39.1,2025-11-25 15:57:20
EMP018,179,0.87,67.15,2025-11-25 16:02:14
EMP070,136,0.66,30.6,2025-11-25 16:24:50
EMP021,124,0.61,20.4,2025-11-25 16:35:19
EMP034,117,0.57,14.45,2025-11-25 16:46:56
EMP021,159,0.78,50.15,2025-11-25 17:05:59
EMP010,160,0.78,51.0,2025-11-25 17:15:15
EMP002,141,0.69,34.85,2025-11-25 18:12:54
EMP070,145,0.71,38.25,2025-11-25 18:24:02
EMP008,125,0.61,21.25,2025-11-25 18:36:32
EMP025,134,0.65,28.9,2025-11-25 19:15:42
EMP071,133,0.65,28.05,2025-11-25 19:58:03
EMP024,143,0.7,36.55,2025-11-25 20:37:35
EMP029,170,0.83,59.5,2025-11-25 22:41:38
EMP018,171,0.84,60.35,2025-11-25 22:56:23
EMP008,113,0.55,11.05,2025-11-26 00:05:06
EMP069,143,0.7,36.55,2025-11-26 00:22:18
EMP021,158,0.77,49.3,2025-11-26 00:35:42
EMP065,116,0.57,13.6,2025-11-26 00:42:36
EMP050,152,0.74,44.2,2025-11-26 00:53:43
EMP065,113,0.55,11.05,2025-11-26 01:04:05
EMP062,136,0.66,30.6,2025-11-26 01:29:39
EMP064,146,0.71,39.1,2025-11-26 01:36:57
EMP054,132,0.65,27.2,2025-11-26 01:47:57
EMP066,154,0.75,45.9,2025-11-26 02:36:54
EMP055,119,0.58,16.15,2025-11-26 03:26:43
EMP068,154,0.75,45.9,2025-11-26 04:31:26
EMP003,160,0.78,51.0,2025-11-26 04:52:01
EMP012,163,0.8,53.55,2025-11-26 04:54:36
EMP072,125,0.61,21.25,2025-11-26 05:15:01
EMP046,115,0.56,12.75,2025-11-26 06:17:52
EMP075,164,0.8,54.4,2025-11-26 06:46:11
EMP056,142,0.69,35.7,2025-11-26 06:46:58
EMP056,121,0.59,17.85,2025-11-26 08:11:06
EMP044,207,1.01,90.95,2025-11-26 08:24:17
EMP048,174,0.85,62.9,2025-11-26 09:42:41
EMP075,128,0.63,23.8,2025-11-26 10:01:53
EMP011,180,0.88,68.0,2025-11-26 11:30:12
EMP017,110,0.54,8.5,2025-11-26 11:47:34
EMP034,107,0.52,5.95,2025-11-26 11:50:09
EMP075,175,0.86,63.75,2025-11-26 12:18:17
EMP044,157,0.77,48.45,2025-11-26 12:24:04
EMP016,125,0.61,21.25,2025-11-26 12:33:36
EMP045,108,0.53,6.8,2025-11-26 12:35:15
EMP022,288,1.41,159.8,2025-11-26 12:55:19
EMP022,101,0.49,0.85,2025-11-26 13:13:08
EMP014,116,0.57,13.6,2025-11-26 13:28:44
EMP021,100,0.49,0.0,2025-11-26 14:04:03
EMP007,152,0.74,44.2,2025-11-26 14:34:50
EMP050,163,0.8,53.55,2025-11-26 15:40:08
EMP028,141,0.69,34.85,2025-11-26 16:01:00
EMP017,148,0.72,40.8,2025-11-26 17:16:34
EMP034,118,0.58,15.3,2025-11-26 18:01:38
EMP046,171,0.84,60.35,2025-11-26 18:05:04
EMP039,144,0.7,37.4,2025-11-26 18:58:50
EMP020,142,0.69,35.7,2025-11-26 19:53:28
EMP037,177,0.87,65.45,2025-11-26 20:27:36
EMP061,178,0.87,66.3,2025-11-26 20:34:31
EMP006,107,0.52,5.95,2025-11-26 21:25:24
EMP022,309,1.51,177.65,2025-11-26 21:29:13
EMP001,296,1.45,166.6,2025-11-26 22:09:46
EMP043,173,0.85,62.05,2025-11-26 22:36:15
EMP003,154,0.75,45.9,2025-11-26 22:56:41
EMP043,105,0.51,4.25,2025-11-26 23:42:42
EMP075,135,0.66,29.75,2025-11-27 00:53:13
EMP036,102,0.5,1.7,2025-11-27 02:23:44
EMP064,110,0.54,8.5,2025-11-27 02:24:34
EMP041,119,0.58,16.15,2025-11-27 03:17:09
EMP038,100,0.49,0.0,2025-11-27 03:22:36
EMP048,105,0.51,4.25,2025-11-27 03:22:55
EMP031,124,0.61,20.4,2025-11-27 04:12:12
EMP021,125,0.61,21.25,2025-11-27 04:29:46
EMP008,168,0.82,57.8,2025-11-27 05:04:54
EMP012,176,0.86,64.6,2025-11-27 05:15:54
EMP065,731,3.57,536.35,2025-11-27 06:06:58
EMP035,152,0.74,44.2,2025-11-27 06:51:48
EMP043,158,0.77,49.3,2025-11-27 08:05:04
EMP057,151,0.74,43.35,2025-11-27 08:05:54
EMP027,172,0.84,61.2,2025-11-27 08:33:16
EMP010,119,0.58,16.15,2025-11-27 08:44:40
EMP056,139,0.68,33.15,2025-11-27 10:41:15
EMP065,132,0.65,27.2,2025-11-27 11:21:05
EMP025,114,0.56,11.9,2025-11-27 11:47:32
EMP029,138,0.67,32.3,2025-11-27 12:23:04
EMP069,159,0.78,50.15,2025-11-27 14:30:25
EMP056,113,0.55,11.05,2025-11-27 14:41:19
EMP061,179,0.87,67.15,2025-11-27 15:13:29
EMP019,162,0.79,52.7,2025-11-27 15:30:29
EMP065,109,0.53,7.65,2025-11-27 15:33:37
EMP057,130,0.64,25.5,2025-11-27 15:36:26
EMP060,163,0.8,53.55,2025-11-27 16:29:57
EMP065,137,0.67,31.45,2025-11-27 16:57:59
EMP038,175,0.86,63.75,2025-11-27 17:06:54
EMP038,173,0.85,62.05,2025-11-27 17:35:28
EMP005,121,0.59,17.85,2025-11-27 18:23:45
EMP020,146,0.71,39.1,2025-11-27 18:47:02
EMP051,148,0.72,40.8,2025-11-27 18:52:41
EMP012,180,0.88,68.0,2025-11-27 18:55:51
EMP012,105,0.51,4.25,2025-11-27 19:23:17
EMP026,147,0.72,39.95,2025-11-27 19:48:56
EMP012,167,0.82,56.95,2025-11-27 20:50:50
EMP004,179,0.87,67.15,2025-11-27 20:57:59
EMP035,144,0.7,37.4,2025-11-27 21:28:39
EMP011,583,2.85,410.55,2025-11-28 01:10:09
EMP021,130,0.64,25.5,2025-11-28 01:15:53
EMP031,501,2.45,340.85,2025-11-28 02:45:31
EMP053,150,0.73,42.5,2025-11-28 02:51:21
EMP007,148,0.72,40.8,2025-11-28 03:37:16
EMP064,145,0.71,38.25,2025-11-28 04:19:28
EMP051,114,0.56,11.9,2025-11-28 05:01:44
EMP047,140,0.68,34.0,2025-11-28 05:20:03
EMP064,294,1.44,164.9,2025-11-28 06:42:22
EMP014,105,0.51,4.25,2025-11-28 07:15:04
EMP017,170,0.83,59.5,2025-11-28 07:39:16
EMP048,143,0.7,36.55,2025-11-28 07:52:41
EMP050,120,0.59,17.0,2025-11-28 12:19:59
EMP023,134,0.65,28.9,2025-11-28 13:30:48
EMP059,133,0.65,28.05,2025-11-28 13:46:46
EMP056,149,0.73,41.65,2025-11-28 13:52:45
EMP014,162,0.79,52.7,2025-11-28 15:05:16
EMP055,133,0.65,28.05,2025-11-28 15:31:33
EMP074,102,0.5,1.7,2025-11-28 15:40:46
EMP026,137,0.67,31.45,2025-11-28 16:44:50
EMP014,118,0.58,15.3,2025-11-28 17:03:33
EMP016,168,0.82,57.8,2025-11-28 17:48:45
EMP067,178,0.87,66.3,2025-11-28 18:06:33
EMP020,141,0.69,34.85,2025-11-28 18:29:31
EMP031,128,0.63,23.8,2025-11-28 19:00:23
EMP054,247,1.21,124.95,2025-11-28 19:44:31
EMP016,136,0.66,30.6,2025-11-28 20:19:19
EMP052,116,0.57,13.6,2025-11-28 20:27:23
EMP022,209,1.02,92.65,2025-11-28 21:03:55
EMP024,170,0.83,59.5,2025-11-28 22:29:08
EMP051,169,0.83,58.65,2025-11-28 23:11:49
EMP047,176,0.86,64.6,2025-11-28 23:35:38
EMP017,180,0.88,68.0,2025-11-29 00:37:35
EMP049,287,1.4,158.95,2025-11-29 01:02:41
EMP045,144,0.7,37.4,2025-11-29 01:02:57
EMP028,108,0.53,6.8,2025-11-29 01:08:22
EMP041,106,0.52,5.1,2025-11-29 02:11:26
EMP045,168,0.82,57.8,2025-11-29 02:54:14
EMP034,157,0.77,48.45,2025-11-29 02:55:05
EMP066,131,0.64,26.35,2025-11-29 03:20:16
EMP057,133,0.65,28.05,2025-11-29 03:34:49
EMP059,148,0.72,40.8,2025-11-29 03:36:34
EMP024,121,0.59,17.85,2025-11-29 04:30:20
EMP061,176,0.86,64.6,2025-11-29 05:28:33
EMP007,160,0.78,51.0,2025-11-29 05:47:23
EMP001,387,1.89,243.95,2025-11-29 05:48:13
EMP033,156,0.76,47.6,2025-11-29 05:56:17
EMP006,170,0.83,59.5,2025-11-29 06:29:52
EMP041,142,0.69,35.7,2025-11-29 07:07:36
EMP039,141,0.69,34.85,2025-11-29 07:37:33
EMP033,127,0.62,22.95,2025-11-29 08:11:05
EMP028,109,0.53,7.65,2025-11-29 09:09:40
EMP066,154,0.75,45.9,2025-11-29 09:09:49
EMP035,152,0.74,44.2,2025-11-29 09:16:15
EMP028,144,0.7,37.4,2025-11-29 09:43:08
EMP036,111,0.54,9.35,2025-11-29 12:08:43
EMP003,122,0.6,18.7,2025-11-29 12:20:15
EMP043,160,0.78,51.0,2025-11-29 14:03:23
EMP061,108,0.53,6.8,2025-11-29 14:06:10
EMP039,168,0.82,57.8,2025-11-29 15:16:42
EMP016,153,0.75,45.05,2025-11-29 15:26:05
EMP025,130,0.64,25.5,2025-11-29 16:33:53
EMP070,155,0.76,46.75,2025-11-29 17:11:23
EMP052,136,0.66,30.6,2025-11-29 17:41:13
EMP017,134,0.65,28.9,2025-11-29 17:41:50
EMP003,106,0.52,5.1,2025-11-29 18:32:51
EMP003,101,0.49,0.85,2025-11-29 19:13:10
EMP009,178,0.87,66.3,2025-11-29 19:54:41
EMP030,152,0.74,44.2,2025-11-29 21:12:47
EMP063,163,0.8,53.55,2025-11-29 21:28:48
EMP074,179,0.87,67.15,2025-11-29 21:50:12
EMP075,159,0.78,50.15,2025-11-29 22:24:25
EMP070,146,0.71,39.1,2025-11-29 23:00:02
EMP062,122,0.6,18.7,2025-11-29 23:25:46
EMP024,374,1.83,232.9,2025-11-30 03:02:55
EMP070,708,3.46,516.8,2025-11-30 03:28:31
EMP051,178,0.87,66.3,2025-11-30 04:32:18
EMP041,146,0.71,39.1,2025-11-30 04:32:27
EMP058,141,0.69,34.85,2025-11-30 05:20:10
EMP056,124,0.61,20.4,2025-11-30 05:41:09
EMP024,114,0.56,11.9,2025-11-30 05:49:00
EMP013,146,0.71,39.1,2025-11-30 08:14:17
EMP035,109,0.53,7.65,2025-11-30 08:17:18
EMP023,369,1.8,228.65,2025-11-30 09:30:33
EMP021,113,0.55,11.05,2025-11-30 09:50:17
EMP040,677,3.31,490.45,2025-11-30 10:06:13
EMP054,126,0.62,22.1,2025-11-30 10:47:26
EMP048,152,0.74,44.2,2025-11-30 10:47:45
EMP042,168,0.82,57.8,2025-11-30 11:38:34
EMP073,148,0.72,40.8,2025-11-30 11:59:59
EMP020,138,0.67,32.3,2025-11-30 12:33:27
EMP075,163,0.8,53.55,2025-11-30 12:58:30
EMP031,166,0.81,56.1,2025-11-30 13:30:54
EMP027,109,0.53,7.65,2025-11-30 14:37:54
EMP012,113,0.55,11.05,2025-11-30 16:08:29
EMP020,158,0.77,49.3,2025-11-30 16:09:59
EMP014,139,0.68,33.15,2025-11-30 18:37:10
EMP020,145,0.71,38.25,2025-11-30 23:38:38
EMP072,115,0.56,12.75,2025-12-01 01:05:41
EMP075,125,0.61,21.25,2025-12-01 01:18:20
EMP002,150,0.73,42.5,2025-12-01 02:26:10
EMP017,158,0.77,49.3,2025-12-01 02:34:10
EMP058,136,0.66,30.6,2025-12-01 04:31:52
EMP057,168,0.82,57.8,2025-12-01 04:34:25
EMP013,170,0.83,59.5,2025-12-01 04:40:07
EMP020,135,0.66,29.75,2025-12-01 05:01:03
EMP029,118,0.58,15.3,2025-12-01 06:00:52
EMP004,171,0.84,60.35,2025-12-01 06:46:29
EMP054,257,1.26,133.45,2025-12-01 06:51:15
EMP032,152,0.74,44.2,2025-12-01 07:36:34
EMP072,113,0.55,11.05,2025-12-01 09:02:22
EMP062,137,0.67,31.45,2025-12-01 10:04:00
EMP005,124,0.61,20.4,2025-12-01 10:16:21
EMP070,154,0.75,45.9,2025-12-01 11:43:24
EMP053,136,0.66,30.6,2025-12-01 12:47:31
EMP023,141,0.69,34.85,2025-12-01 13:07:20
EMP075,135,0.66,29.75,2025-12-01 13:29:22
EMP037,116,0.57,13.6,2025-12-01 14:30:30
EMP009,125,0.61,21.25,2025-12-01 15:34:52
EMP049,136,0.66,30.6,2025-12-01 15:56:47
EMP013,169,0.83,58.65,2025-12-01 16:14:32
EMP016,138,0.67,32.3,2025-12-01 18:58:15
EMP074,136,0.66,30.6,2025-12-01 20:04:14
EMP005,144,0.7,37.4,2025-12-01 20:16:09
EMP023,135,0.66,29.75,2025-12-01 21:03:36
EMP001,103,0.5,2.55,2025-12-01 21:29:48
EMP011,135,0.66,29.75,2025-12-01 21:46:40
EMP038,105,0.51,4.25,2025-12-01 22:10:24
EMP068,209,1.02,92.65,2025-12-01 22:22:33
EMP053,133,0.65,28.05,2025-12-01 22:57:17
EMP028,164,0.8,54.4,2025-12-02 00:18:17
EMP030,151,0.74,43.35,2025-12-02 00:39:42
EMP054,175,0.86,63.75,2025-12-02 01:19:30
EMP045,164,0.8,54.4,2025-12-02 02:51:33
EMP003,573,2.8,402.05,2025-12-02 02:52:21
EMP035,120,0.59,17.0,2025-12-02 05:04:45
EMP029,133,0.65,28.05,2025-12-02 05:08:01
EMP027,168,0.82,57.8,2025-12-02 07:27:00
EMP062,170,0.83,59.5,2025-12-02 07:30:10
EMP032,123,0.6,19.55,2025-12-02 07:54:45
EMP067,219,1.07,101.15,2025-12-02 08:14:48
EMP051,129,0.63,24.65,2025-12-02 09:43:11
EMP002,227,1.11,107.95,2025-12-02 09:43:27
EMP053,502,2.45,341.7,2025-12-02 09:53:23
EMP046,115,0.56,12.75,2025-12-02 11:57:25
EMP009,114,0.56,11.9,2025-12-02 13:19:49
EMP018,139,0.68,33.15,2025-12-02 13:25:09
EMP011,296,1.45,166.6,2025-12-02 13:48:01
EMP074,114,0.56,11.9,2025-12-02 13:55:56
EMP001,139,0.68,33.15,2025-12-02 13:58:47
EMP005,131,0.64,26.35,2025-12-02 14:18:18
EMP008,151,0.74,43.35,2025-12-02 15:51:11
EMP067,160,0.78,51.0,2025-12-02 15:58:02
EMP044,110,0.54,8.5,2025-12-02 17:03:02
EMP034,135,0.66,29.75,2025-12-02 17:31:58
EMP010,168,0.82,57.8,2025-12-02 18:19:00
EMP028,127,0.62,22.95,2025-12-02 18:45:02
EMP072,103,0.5,2.55,2025-12-02 18:58:41
EMP044,105,0.51,4.25,2025-12-02 19:12:13
EMP034,104,0.51,3.4,2025-12-02 20:02:38
EMP057,162,0.79,52.7,2025-12-02 20:34:02
EMP035,143,0.7,36.55,2025-12-02 20:56:29
EMP057,153,0.75,45.05,2025-12-02 21:07:28
EMP004,180,0.88,68.0,2025-12-02 21:10:47
EMP042,149,0.73,41.65,2025-12-02 21:17:00
EMP022,278,1.36,151.3,2025-12-02 22:32:09
EMP068,235,1.15,114.75,2025-12-02 23:40:15
EMP051,175,0.86,63.75,2025-12-02 23:55:58
EMP012,115,0.56,12.75,2025-12-03 00:13:02
EMP002,152,0.74,44.2,2025-12-03 00:24:13
EMP065,194,0.95,79.9,2025-12-03 02:21:27
EMP007,122,0.6,18.7,2025-12-03 02:23:31
EMP045,137,0.67,31.45,2025-12-03 03:08:45
EMP036,112,0.55,10.2,2025-12-03 03:29:29
EMP016,154,0.75,45.9,2025-12-03 03:30:45
EMP050,118,0.58,15.3,2025-12-03 05:39:24
EMP011,162,0.79,52.7,2025-12-03 07:49:15
EMP022,144,0.7,37.4,2025-12-03 09:09:22
EMP075,157,0.77,48.45,2025-12-03 09:40:40
EMP023,134,0.65,28.9,2025-12-03 09:53:13
EMP039,177,0.87,65.45,2025-12-03 10:19:24
EMP063,157,0.77,48.45,2025-12-03 10:50:14
EMP074,130,0.64,25.5,2025-12-03 11:14:41
EMP012,137,0.67,31.45,2025-12-03 11:16:47
EMP037,110,0.54,8.5,2025-12-03 13:47:27
EMP024,122,0.6,18.7,2025-12-03 14:40:23
EMP001,158,0.77,49.3,2025-12-03 14:51:02
EMP020,156,0.76,47.6,2025-12-03 15:40:13
EMP047,121,0.59,17.85,2025-12-03 15:51:55
EMP065,124,0.61,20.4,2025-12-03 16:09:55
EMP062,104,0.51,3.4,2025-12-03 16:13:14
EMP064,147,0.72,39.95,2025-12-03 17:16:01
EMP039,123,0.6,19.55,2025-12-03 18:42:26
EMP005,114,0.56,11.9,2025-12-03 19:37:56
EMP025,130,0.64,25.5,2025-12-03 19:57:50
EMP057,168,0.82,57.8,2025-12-03 20:10:11
EMP012,130,0.64,25.5,2025-12-03 20:10:13
EMP033,129,0.63,24.65,2025-12-03 22:22:51
EMP026,108,0.53,6.8,2025-12-04 01:05:41
EMP059,111,0.54,9.35,2025-12-04 01:50:13
EMP042,149,0.73,41.65,2025-12-04 02:01:07
EMP052,145,0.71,38.25,2025-12-04 02:11:11
EMP045,165,0.81,55.25,2025-12-04 02:42:09
EMP010,159,0.78,50.15,2025-12-04 03:55:35
EMP034,114,0.56,11.9,2025-12-04 03:56:28
EMP009,169,0.83,58.65,2025-12-04 04:10:02
EMP037,143,0.7,36.55,2025-12-04 04:27:28
EMP029,139,0.68,33.15,2025-12-04 04:48:42
EMP056,107,0.52,5.95,2025-12-04 05:23:42
EMP070,115,0.56,12.75,2025-12-04 06:16:07
EMP007,126,0.62,22.1,2025-12-04 07:22:21
EMP034,120,0.59,17.0,2025-12-04 10:02:23
EMP034,161,0.79,51.85,2025-12-04 13:04:36
EMP062,171,0.84,60.35,2025-12-04 13:25:35
EMP011,163,0.8,53.55,2025-12-04 13:28:44
